Pathways	Taxonomic-Range	Species	Common-Name	Common-Name2
PWY-6583	TAX-186801	TAX-1488 // TAX-272562 // TAX-1520 // TAX-169679	Clostridium acetobutylicum // Clostridium beijerinckii // Clostridium saccharobutylicum	Clostridia
PWY-6397	TAX-1762	TAX-1764 // TAX-1769 // TAX-1773 // TAX-83332 // TAX-1772	Mycobacterium avium // Mycobacterium leprae // Mycobacterium tuberculosis // Mycolicibacterium smegmatis	Mycobacteriaceae
PWY-3301	TAX-3700	TAX-3708 // TAX-3726 // ORG-5993	Brassica napus // Raphanus sativus // Arabidopsis thaliana	Brassicaceae
PWY-6493	TAX-451871 // TAX-34397	TAX-746128 // TAX-40611 // TAX-40602 // TAX-5111 // TAX-1915362 // TAX-63400	Aspergillus fumigatus // Balansia obtecta // Claviceps fusiformis // Claviceps purpurea // Epichloe hybrida // Trichophyton benhamiae	Eurotiomycetidae // Clavicipitaceae
PWY-7260	TAX-3398	TAX-51501 // TAX-85439 // TAX-3570	Agapanthus africanus // Delphinium grandiflorum // Dianthus caryophyllus	Magnoliopsida
PWY-8493	TAX-2	TAX-46234 // TAX-63737	Anabaena sp. 90 // Nostoc punctiforme	Bacteria <bacteria>
PWY-7031	TAX-194	TAX-195 // TAX-197	Campylobacter coli // Campylobacter jejuni	Campylobacter
PWY2DNV-3	TAX-210	TAX-85962	Helicobacter pylori	Helicobacter pylori
PWY-5183	TAX-1224	TAX-292 // TAX-300 // TAX-351746 // TAX-329 // ORG-5936 // ORG-5948	Burkholderia cepacia // Ectopseudomonas mendocina // Pseudomonas putida // Ralstonia pickettii // Pseudomonas mendocina (pWWO) or (pTOL)	Pseudomonadota
PWY-5100	TAX-2	TAX-2336	Thermotoga maritima	Bacteria <bacteria>
PWY-7491	TAX-41768 // TAX-71240	TAX-407263 // TAX-407264 // TAX-35933	Linum flavum // Linum nodiflorum // Podophyllum peltatum	Ranunculales // eudicotyledons
PWY-5939	TAX-2	TAX-644 // TAX-1423 // TAX-1718 // TAX-548 // TAX-573 // TAX-1580 // TAX-1582 // TAX-1587 // TAX-1590 // TAX-1358 // TAX-44688 // TAX-1246 // TAX-33965 // TAX-1247 // TAX-1255 // TAX-577 // TAX-615 // ORG-5879	Aeromonas hydrophila // Bacillus subtilis // Corynebacterium glutamicum // Klebsiella aerogenes // Klebsiella pneumoniae // Levilactobacillus brevis // Lacticaseibacillus casei // Lactobacillus helveticus // Lactiplantibacillus plantarum // Lactococcus lactis // Leuconostoc lactis // Leuconostoc mesenteroides // Oenococcus oeni // Pediococcus pentosaceus // Raoultella terrigena // Serratia marcescens // Brevibacillus brevis	Bacteria <bacteria>
PWY-2381	TAX-1224	TAX-80866 // TAX-329 // ORG-5960 // ORG-5973	Delftia acidovorans // Ralstonia pickettii // Pseudomonas putida // Pseudomonas sp. NT4	Pseudomonadota
PWY-6817	TAX-2	TAX-227 // TAX-387938	Pseudoalteromonas carrageenovora // Pseudoalteromonas sp. CL19	Bacteria <bacteria>
PWY-621	TAX-2157 // TAX-2 // TAX-2759	TAX-4932 // TAX-1091494 // TAX-4097 // TAX-4530 // TAX-3562 // ORG-5993	Saccharomyces cerevisiae // Methylotuvimicrobium alcaliphilum // Nicotiana tabacum // Oryza sativa // Spinacia oleracea // Arabidopsis thaliana	Archaea // Bacteria <bacteria> // Eukaryota
PWY-7744	TAX-85025 // TAX-1762	TAX-1781 // TAX-83332 // TAX-1765	Mycobacterium marinum // Mycobacterium tuberculosis // Mycobacterium tuberculosis variant bovis	Nocardiaceae // Mycobacteriaceae
PWY-8450	TAX-227290	TAX-190386	Agrobacterium tumefaciens	Rhizobium/Agrobacterium group
PWY-8165	TAX-2 // TAX-2157	TAX-511145 // TAX-1061	Escherichia coli // Rhodobacter capsulatus	Bacteria <bacteria> // Archaea
PWY-7476	TAX-4496	TAX-38783	Avena strigosa	Avena
LARABITOLUTIL-PWY	TAX-7742 // TAX-4751 // TAX-1224	TAX-5061 // TAX-5062 // TAX-9913 // TAX-10141 // TAX-582 // TAX-588 // TAX-615 // TAX-51453	Aspergillus niger // Aspergillus oryzae // Bos taurus // Cavia porcellus // Morganella morganii // Providencia stuartii // Serratia marcescens // Trichoderma reesei	Vertebrata <vertebrates> // Fungi // Pseudomonadota
PWY-6679	TAX-2062	TAX-953739	Streptomyces venezuelae	Streptomycetaceae
PWY-2724	TAX-3193 // TAX-4751	TAX-5479 // TAX-5482 // TAX-4952 // TAX-94006 // ORG-5993	Candida maltosa // Candida tropicalis // Yarrowia lipolytica // [Candida] cloacae // Arabidopsis thaliana	Embryophyta // Fungi
PWY-7134	TAX-3398	TAX-3617 // TAX-62330	Fagopyrum esculentum // Fagopyrum tataricum	Magnoliopsida
PWY-5733	TAX-3398	TAX-35608 // TAX-13427 // TAX-191224 // TAX-28511 // TAX-62890 // TAX-4081 // TAX-59297 // TAX-94328 // ORG-6001	Artemisia annua // Cichorium intybus // Cistus creticus // Pogostemon cablin // Solanum habrochaites // Solanum lycopersicum // Solidago canadensis // Zingiber officinale // Lactuca sativa romaine	Magnoliopsida
PWY-6120	TAX-3193 // TAX-4751 // TAX-2	TAX-1866 // TAX-4577	Actinoplanes missouriensis // Zea mays	Embryophyta // Fungi // Bacteria <bacteria>
PWY-6576	TAX-33208	TAX-9606	Homo sapiens	Metazoa
PWY-6408	TAX-2	TAX-292 // TAX-287 // TAX-294 // TAX-1930	Burkholderia cepacia // Pseudomonas aeruginosa // Pseudomonas fluorescens // Streptomyces scabiei	Bacteria <bacteria>
PWY-5062	TAX-2	TAX-86668 // TAX-1528 // TAX-294 // TAX-303	Neobacillus niacini // Eubacterium barkeri // Pseudomonas fluorescens // Pseudomonas putida	Bacteria <bacteria>
PWY-5423	TAX-3313	TAX-3329 // TAX-3352 // TAX-3339 // TAX-46611	Picea abies // Pinus taeda // Pinus contorta // Abies grandis	Pinidae
PWY-7562	TAX-2	TAX-1116375 // TAX-100226 // TAX-943941	Vibrio sp. EJY3 // Streptomyces coelicolor // Postechiella marina	Bacteria <bacteria>
PWY-4181	TAX-2	TAX-1048 // TAX-1049	Marichromatium gracile // Allochromatium vinosum	Bacteria <bacteria>
PWY-6510	TAX-1239	TAX-1471	Bacillus methanolicus	Bacillota
PWY-7204	TAX-33090	TAX-3702 // TAX-4565	Arabidopsis thaliana // Triticum aestivum	Viridiplantae
PWY2DDB-5	TAX-2	TAX-220668	Lactiplantibacillus plantarum	Bacteria <bacteria>
PWY-5425	TAX-3313	TAX-3332 // TAX-3352 // TAX-3339 // TAX-3329 // TAX-46611	Picea sitchensis // Pinus taeda // Pinus contorta // Picea abies // Abies grandis	Pinidae
PWY-8593	TAX-2	TAX-300 // TAX-317	Ectopseudomonas mendocina // Pseudomonas syringae	Bacteria <bacteria>
PWY-8456	TAX-2182 // TAX-94695	TAX-2190 // TAX-39152	Methanocaldococcus jannaschii // Methanococcus maripaludis	Methanococcales // Methanosarcinales
PWY-8414	TAX-2157	TAX-2190 // TAX-419665 // TAX-2214	Methanocaldococcus jannaschii // Methanococcus aeolicus // Methanosarcina acetivorans	Archaea
ADENOSYLHOMOCYSCAT-PWY	TAX-40674	TAX-9606 // TAX-10116	Homo sapiens // Rattus norvegicus	Mammalia
PWY-5027	TAX-1117 // TAX-33090	TAX-4058 // TAX-254777 // TAX-32046 // TAX-32049 // TAX-1148 // ORG-5993	Catharanthus roseus // Galium mollugo // Synechococcus elongatus // Picosynechococcus sp. PCC 7002 // Synechocystis sp. PCC 6803 // Arabidopsis thaliana	Cyanobacteriota // Viridiplantae
PWY-7793	TAX-2	TAX-1355477 // TAX-43989 // TAX-394221 // TAX-83332 // TAX-882211 // TAX-296	Bradyrhizobium diazoefficiens // Crocosphaera subtropica // Maricaulis maris // Mycobacterium tuberculosis // Pseudomonas deceptionensis // Pseudomonas fragi	Bacteria <bacteria>
PWY-5301	TAX-4056	TAX-4060	Rauvolfia serpentina	Apocynaceae
PWY0-1608	TAX-33090 // TAX-2	TAX-511145	Escherichia coli	Viridiplantae // Bacteria <bacteria>
PWY-7924	TAX-2	TAX-51 // TAX-184914 // TAX-80816 // TAX-33 // TAX-230757	Chondromyces apiculatus // Corallococcus coralloides // Haliangium ochraceum // Myxococcus fulvus // Xanthomonas sp. 35Y	Bacteria <bacteria>
PWY-8515	TAX-6073	TAX-105402	Zoanthus sp.	Cnidaria
PWY-7108	TAX-2	TAX-1836 // TAX-405948	Saccharopolyspora erythraea	Bacteria <bacteria>
PWY-6241	TAX-7742	TAX-9606 // TAX-10090 // TAX-10116 // TAX-9823	Homo sapiens // Mus musculus // Rattus norvegicus // Sus scrofa	Vertebrata <vertebrates>
PWY-6117	TAX-33154 // TAX-5794	TAX-9913 // TAX-10090 // TAX-9606	Bos taurus // Mus musculus // Homo sapiens	Opisthokonta // Apicomplexa
P482-PWY	TAX-2	ORG-6018	Gram-negative bacterium	Bacteria <bacteria>
GLYCOCAT-PWY	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY-3981	TAX-33090	TAX-3847 // TAX-4513 // TAX-4555 // TAX-4081 // TAX-4565 // TAX-4577 // ORG-5993	Glycine max // Hordeum vulgare // Setaria italica // Solanum lycopersicum // Triticum aestivum // Zea mays // Arabidopsis thaliana	Viridiplantae
PWY-7810	TAX-2	TAX-1894	Kitasatospora aureofaciens	Bacteria <bacteria>
PWY0-1582	TAX-2 // TAX-2157	TAX-511145	Escherichia coli	Bacteria <bacteria> // Archaea
PWY-5785	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY-2021	TAX-3398	ORG-5993	Arabidopsis thaliana	Magnoliopsida
PWY4FS-5	TAX-33090	TAX-4039 // TAX-3847 // TAX-89585 // TAX-4146 // ORG-5993	Daucus carota // Glycine max // Lemna aequinoctialis // Olea europaea // Arabidopsis thaliana	Viridiplantae
PWY-702	TAX-3193	TAX-4081 // ORG-5993	Solanum lycopersicum // Arabidopsis thaliana	Embryophyta
PWY-8288	TAX-2	TAX-104199	Achromobacter sp. WM111	Bacteria <bacteria>
PWY-5950	TAX-29 // TAX-3195 // TAX-4751 // TAX-1117 // TAX-2062	TAX-41 // TAX-1902 // TAX-34	Stigmatella aurantiaca // Streptomyces coelicolor // Myxococcus xanthus	Myxococcales // Marchantiophyta // Fungi // Cyanobacteriota // Streptomycetaceae
PWY-7999	TAX-33208	TAX-9606	Homo sapiens	Metazoa
BGALACT-PWY	TAX-2759 // TAX-2157 // TAX-2	TAX-511145 // ORG-6005	Escherichia coli // Sinorhizobium meliloti Rm2011	Eukaryota // Archaea // Bacteria <bacteria>
PWY-5654	TAX-2	TAX-216591 // ORG-5996 // ORG-5935	Burkholderia cenocepacia // Burkholderia terrae // Pseudomonas fluorescens	Bacteria <bacteria>
PWY-6957	TAX-1224	TAX-303	Pseudomonas putida	Pseudomonadota
PWY-2161	TAX-2759 // TAX-2 // TAX-2157	TAX-1720 // TAX-511145 // TAX-1582 // TAX-4081 // ORG-5993	Corynebacterium sp. // Escherichia coli // Lacticaseibacillus casei // Solanum lycopersicum // Arabidopsis thaliana	Eukaryota // Bacteria <bacteria> // Archaea
PWY-762	TAX-33090	ORG-5993	Arabidopsis thaliana	Viridiplantae
PWY-5466	TAX-33090	TAX-55183 // TAX-35933 // TAX-3316	Forsythia x intermedia // Podophyllum peltatum // Thuja plicata	Viridiplantae
CYSTEINE-DEG-PWY	TAX-40674	TAX-10116	Rattus norvegicus	Mammalia
PWY-7105	TAX-3482	TAX-3483	Cannabis sativa	Cannabis
ASPARTATE-DEG1-PWY	TAX-2759 // TAX-2157 // TAX-2	TAX-2252 // TAX-326442 // TAX-10116 // TAX-2287 // TAX-4932	Haloferax mediterranei // Pseudoalteromonas translucida // Rattus norvegicus // Saccharolobus solfataricus // Saccharomyces cerevisiae	Eukaryota // Archaea // Bacteria <bacteria>
PWY-4261	TAX-2759 // TAX-2157 // TAX-2	TAX-511145 // TAX-4932 // ORG-5993	Escherichia coli // Saccharomyces cerevisiae // Arabidopsis thaliana	Eukaryota // Archaea // Bacteria <bacteria>
PWY-8161	TAX-2	TAX-316	Stutzerimonas stutzeri	Bacteria <bacteria>
PWY0-1297	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY0-1599	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY-8399	TAX-2759	TAX-3702 // TAX-9606 // ORG-5993	Arabidopsis thaliana // Homo sapiens	Eukaryota
PWY66-378	TAX-7742	TAX-9606	Homo sapiens	Vertebrata <vertebrates>
PWY-6505	TAX-2	TAX-420246	Geobacillus thermodenitrificans	Bacteria <bacteria>
PWY-6677	TAX-135617 // TAX-1090 // TAX-135613	TAX-1049 // TAX-1097 // TAX-1092	Allochromatium vinosum // Chlorobaculum tepidum // Chlorobium limicola	Thiotrichaceae // Chlorobiota // Chromatiales
PWY-7580	TAX-2731619 // TAX-1117	TAX-59919 // TAX-268746 // TAX-268747	Prochlorococcus marinus // Prochlorococcus phage	Caudoviricetes // Cyanobacteriota
PWY66-380	TAX-7742	TAX-9606	Homo sapiens	Vertebrata <vertebrates>
PWY-5863	TAX-33090 // TAX-1117	TAX-4058 // TAX-254777 // TAX-32046 // TAX-32049 // TAX-1148 // ORG-5993	Catharanthus roseus // Galium mollugo // Synechococcus elongatus // Picosynechococcus sp. PCC 7002 // Synechocystis sp. PCC 6803 // Arabidopsis thaliana	Viridiplantae // Cyanobacteriota
PWY-7941	TAX-191412	TAX-274537 // TAX-1097 // TAX-331678 // TAX-290317	Chlorobaculum limnaeum // Chlorobaculum tepidum // Chlorobium phaeobacteroides	Chlorobiaceae
PWY-7206	TAX-2157 // TAX-2 // TAX-33208 // TAX-33090	TAX-511145 // TAX-10090	Escherichia coli // Mus musculus	Archaea // Bacteria <bacteria> // Metazoa // Viridiplantae
PWY-5940	TAX-201174	TAX-33901 // TAX-33898 // TAX-1896 // TAX-1911	Streptomyces ornatus // Streptomyces galbus // Streptomyces bikiniensis // Streptomyces griseus	Actinomycetota
P101-PWY	TAX-2	TAX-768066 // TAX-141390	Halomonas elongata // Chromohalobacter israelensis	Bacteria <bacteria>
PWY-8004	TAX-2759 // TAX-2	TAX-511145 // TAX-2336	Escherichia coli // Thermotoga maritima	Eukaryota // Bacteria <bacteria>
PWY-7417	TAX-2759	TAX-4932	Saccharomyces cerevisiae	Eukaryota
PWY-5403	TAX-4751 // TAX-3524	TAX-3524	Caryophyllales	Fungi // Caryophyllales
2AMINOBENZDEG-PWY	TAX-1224	TAX-59406 // TAX-59405	Aromatoleum evansii // Thauera aromatica	Pseudomonadota
PWY-7915	TAX-6073	TAX-2747904 // TAX-6100	Aequorea forskalea // Aequorea victoria	Cnidaria
PWY-5901	TAX-2	TAX-1423 // TAX-511145 // TAX-666	Bacillus subtilis // Escherichia coli // Vibrio cholerae	Bacteria <bacteria>
PWY-8016	TAX-2	TAX-1491 // TAX-1509	Clostridium botulinum // Clostridium sporogenes	Bacteria <bacteria>
PWY-6088	TAX-2	TAX-65741 // TAX-264198 // ORG-6076 // ORG-6075 // ORG-6081	Pseudomonas knackmussii // Cupriavidus pinatubonensis // Pseudomonas putida // Ralstonia eutropha	Bacteria <bacteria>
PWY-5418	TAX-2157 // TAX-201174 // TAX-4751 // TAX-1224	TAX-555311 // TAX-471 // TAX-196627 // TAX-5554 // TAX-303 // TAX-79676 // TAX-329 // ORG-5955	Saccharolobus solfataricus // Acinetobacter calcoaceticus // Corynebacterium glutamicum // Cutaneotrichosporon cutaneum // Pseudomonas putida // Pseudomonas sp. CF600 // Ralstonia pickettii	Archaea // Actinomycetota // Fungi // Pseudomonadota
PWY-7095	TAX-58024	TAX-55501	Triglochin maritima	Spermatophyta
PWY-7913	TAX-7049	TAX-7052 // TAX-27446 // TAX-7054	Aquatica lateralis // Luciola mingrelica // Photinus pyralis	Lampyridae
PWY-7226	TAX-2759 // TAX-2157 // TAX-2	TAX-511145 // TAX-9606 // TAX-4932 // TAX-90371 // ORG-5993	Escherichia coli // Homo sapiens // Saccharomyces cerevisiae // Salmonella enterica // Arabidopsis thaliana	Eukaryota // Archaea // Bacteria <bacteria>
PWY-7678	TAX-3398	TAX-3702 // TAX-3724	Arabidopsis thaliana // Matthiola incana	Magnoliopsida
PWY-7288	TAX-4751	TAX-4932	Saccharomyces cerevisiae	Fungi
CENTFERM-PWY	TAX-1224 // TAX-1239	TAX-831 // TAX-1488 // TAX-272562 // TAX-1520 // TAX-1501	Butyrivibrio fibrisolvens // Clostridium acetobutylicum // Clostridium beijerinckii // Clostridium pasteurianum	Pseudomonadota // Bacillota
PWY185E-7	TAX-85007	TAX-83332	Mycobacterium tuberculosis	Mycobacteriales
PWY-8590	TAX-2	TAX-2979870	Aminobacter sp. NyZ550	Bacteria <bacteria>
PWY-7625	TAX-2759	TAX-9606 // TAX-4932 // ORG-5993	Homo sapiens // Saccharomyces cerevisiae // Arabidopsis thaliana	Eukaryota
PWY-7433	TAX-33208	TAX-9606	Homo sapiens	Metazoa
PWY-7104	TAX-2	TAX-47868	Micromonospora megalomicea	Bacteria <bacteria>
PWY-5630	TAX-4751	TAX-162425 // TAX-5076	Aspergillus nidulans // Penicillium chrysogenum	Fungi
PWY-5045	TAX-78536	TAX-77912 // TAX-3348 // TAX-3349 // TAX-3240	Pinus densiflora // Pinus strobus // Pinus sylvestris // Psilotum nudum	Euphyllophyta
PWY-7334	TAX-2	TAX-359391 // TAX-287 // TAX-29449	Brucella abortus // Pseudomonas aeruginosa // Rhizobium etli	Bacteria <bacteria>
PWY-5867	TAX-33090	TAX-2849586 // TAX-427764 // TAX-39350 // TAX-271192	Anethum foeniculum // Ocimum basilicum // Pimpinella anisum	Viridiplantae
PWY-7372	TAX-2	TAX-85962 // TAX-197 // TAX-210	Helicobacter pylori // Campylobacter jejuni	Bacteria <bacteria>
PWY-7029	TAX-2759 // TAX-2	TAX-38881 // TAX-32049	Botryococcus braunii // Picosynechococcus sp. PCC 7002	Eukaryota // Bacteria <bacteria>
PWY-8492	TAX-1117	TAX-984208	Sphaerospermopsis torques-reginae	Cyanobacteriota
PWY-6215	TAX-2	TAX-71255 // TAX-75752 // TAX-72586 // ORG-6101 // ORG-6100	Arthrobacter sp. SU // Arthrobacter sp. TM1 // Pseudomonas sp. CBS3 // Arthrobacter sp. // Arthrobacter globiformis KZT1	Bacteria <bacteria>
PWY-5704	TAX-2 // TAX-33090 // TAX-4751	TAX-3847 // TAX-210 // TAX-1304 // ORG-6005	Glycine max // Helicobacter pylori // Streptococcus salivarius // Sinorhizobium meliloti Rm2011	Bacteria <bacteria> // Viridiplantae // Fungi
PWY-6623	TAX-4058 // TAX-3617 // ORG-5993	TAX-4058 // TAX-3617 // ORG-5993	Catharanthus roseus // Fagopyrum esculentum // Arabidopsis thaliana	Catharanthus roseus // Fagopyrum esculentum // Arabidopsis thaliana
PWY-4021	TAX-4437	TAX-227291	Limonium latifolium	Plumbaginaceae
PWY0-1324	TAX-2	TAX-1502 // TAX-195102 // TAX-511145 // ORG-6268	Clostridium perfringens // Escherichia coli	Bacteria <bacteria>
GLYOXYLATE-BYPASS	TAX-2157 // TAX-2759 // TAX-2	TAX-511145 // TAX-2246 // ORG-5993	Escherichia coli // Haloferax volcanii // Arabidopsis thaliana	Archaea // Eukaryota // Bacteria <bacteria>
PWY-5080	TAX-2 // TAX-2759	TAX-3708 // TAX-9606 // TAX-42439 // TAX-4932 // ORG-5993	Brassica napus // Homo sapiens // Limnanthes alba // Saccharomyces cerevisiae // Arabidopsis thaliana	Bacteria <bacteria> // Eukaryota
PWY-6894	TAX-2	TAX-511145 // TAX-90371	Escherichia coli // Salmonella enterica	Bacteria <bacteria>
NAGLIPASYN-PWY	TAX-1224	TAX-565050 // TAX-511145	Caulobacter vibrioides // Escherichia coli	Pseudomonadota
PWY-7979	TAX-33208	TAX-9606	Homo sapiens	Metazoa
PWY-5109	TAX-33208	TAX-6252 // TAX-6253	Ascaris lumbricoides // Ascaris suum	Metazoa
PWY-6769	TAX-2 // TAX-4751	TAX-5053 // TAX-5061 // TAX-224308 // TAX-556	Aspergillus aculeatus // Aspergillus niger // Bacillus subtilis // Dickeya chrysanthemi	Bacteria <bacteria> // Fungi
PWY-6927	TAX-33090	ORG-5993	Arabidopsis thaliana	Viridiplantae
PWY-8555	TAX-2	TAX-580332	Sideroxydans lithotrophicus	Bacteria <bacteria>
PWY-7556	TAX-1131492 // TAX-4751	TAX-162425	Aspergillus nidulans	Aspergillaceae // Fungi
PWY3O-4107	TAX-2759	TAX-4932	Saccharomyces cerevisiae	Eukaryota
PWY8J2-22	TAX-2	TAX-224308	Bacillus subtilis	Bacteria <bacteria>
P222-PWY	TAX-68336 // TAX-1117 // TAX-1224	TAX-1097 // TAX-920 // TAX-24 // TAX-1061 // TAX-266 // TAX-54310 // TAX-1092 // TAX-72020 // TAX-1049	Chlorobaculum tepidum // Acidithiobacillus ferrooxidans // Shewanella putrefaciens // Rhodobacter capsulatus // Paracoccus denitrificans // Pseudanabaena limnetica // Chlorobium limicola // Aphanothece halophytica // Allochromatium vinosum	Bacteroidota/Chlorobiota group // Cyanobacteriota // Pseudomonadota
PWY-8295	TAX-201174	TAX-58347 // TAX-66896 // TAX-66881 // TAX-348043	Kitasatospora azatica // Peterkaempfera griseoplana // Streptomyces cremeus // Streptomyces davaonensis	Actinomycetota
PWY-5279	TAX-2	TAX-36861 // TAX-931 // TAX-1058	Thiobacillus denitrificans // Thiobacillus thioparus // Thiocapsa roseopersicina	Bacteria <bacteria>
PWY-7172	TAX-58024	TAX-3349	Pinus sylvestris	Spermatophyta
PWY0-1587	TAX-2759 // TAX-2 // TAX-2157	TAX-4932 // TAX-511145	Saccharomyces cerevisiae // Escherichia coli	Eukaryota // Bacteria <bacteria> // Archaea
PWY-7254	TAX-2	TAX-435 // TAX-35554	Acetobacter aceti // Geobacter sulfurreducens	Bacteria <bacteria>
PWY-8579	TAX-2	TAX-211586	Shewanella oneidensis	Bacteria <bacteria>
PWY-6047	TAX-2	TAX-53399 // TAX-121290 // TAX-392484 // TAX-246200 // ORG-6052 // ORG-6050 // ORG-57066 // ORG-6053 // ORG-5989	Hyphomicrobium denitrificans // Hyphomicrobium sulfonivorans // Methylophaga thiooxydans // Ruegeria pomeroyi // Hyphomicrobium sp. EG // Hyphomicrobium sp. S // Hyphomicrobium sp. VS // Thiobacillus thioparus	Bacteria <bacteria>
PWY-6718	TAX-2	TAX-314277 // TAX-204038 // TAX-357794 // TAX-290398 // ORG-6177	Marinomonas sp. MED121 // Dickeya dadantii // Psychromonas ingrahamii // Chromohalobacter israelensis // Klebsiella oxytoca	Bacteria <bacteria>
PWY-6612	TAX-33090 // TAX-4751 // TAX-2	TAX-511145 // TAX-3847 // TAX-1358 // TAX-4530 // TAX-3888 // TAX-4932 // TAX-4081 // ORG-5993	Escherichia coli // Glycine max // Lactococcus lactis // Oryza sativa // Pisum sativum // Saccharomyces cerevisiae // Solanum lycopersicum // Arabidopsis thaliana	Viridiplantae // Fungi // Bacteria <bacteria>
PWY-6626	TAX-2	TAX-1313 // TAX-216600	Streptococcus pneumoniae	Bacteria <bacteria>
GLUCONEO-PWY	TAX-4751 // TAX-33090 // TAX-2157 // TAX-2	TAX-3708 // TAX-3659 // TAX-511145 // TAX-3847 // TAX-4513 // TAX-4097 // TAX-4530 // TAX-3888 // TAX-3988 // TAX-4081 // TAX-4113 // TAX-3906 // TAX-4577 // ORG-5993	Brassica napus // Cucumis sativus // Escherichia coli // Glycine max // Hordeum vulgare // Nicotiana tabacum // Oryza sativa // Pisum sativum // Ricinus communis // Solanum lycopersicum // Solanum tuberosum // Vicia faba // Zea mays // Arabidopsis thaliana	Fungi // Viridiplantae // Archaea // Bacteria <bacteria>
PWY-7887	TAX-2157	TAX-2246	Haloferax volcanii	Archaea
GLUCOSE1PMETAB-PWY	TAX-2157 // TAX-2759 // TAX-2	TAX-511145	Escherichia coli	Archaea // Eukaryota // Bacteria <bacteria>
PWY-5487	TAX-1224	TAX-406819 // TAX-292 // TAX-475 // TAX-633150 // TAX-486399 // TAX-690235 // TAX-165468 // ORG-6172 // ORG-5947 // ORG-5968	Burkholderia sp. SJ98 // Burkholderia cepacia // Moraxella // Pseudomonas sp. 1-7 // Pseudomonas sp. A3 // Pseudomonas sp. NyZ402 // Pseudomonas sp. WBC-3 // Pseudomonas putida // Pseudomonas sp. ENV2030	Pseudomonadota
PWY-8486	TAX-2	TAX-322009 // ORG-57118	Sinomonas cyclohexanicum // Alcaligenes strain	Bacteria <bacteria>
