Pathways	Object ID	Ontology - pathway type	Key-Reactions	Reaction-List	EC-Number
PWY-6402	PWY-6402	HORMONE-DEG // Super-Pathways		PWY-6400 // PWY-6399 // PWY-6398	
PWY-7741	PWY-7741	Lipid-Biosynthesis		RXN-18544 // RXN-17266 // RXN-17265 // RXN-17228 // RXN-17225 // RXN-17231 // RXN-17222 // RXN-17216	EC-4.1.1.M4 // EC-3.1.2.M1 // EC-2.1.1.M12 // EC-1.1.1.M11 // EC-1.1.1.M10 // EC-2.3.1.292
PWY-7891	PWY-7891	Nucleic-Acid-Processing		RXN-18706 // RXN0-7068 // RXN-18705 // RXN0-308	EC-2.8.1
PWY0-1352	PWY0-1352	Noncarbon-Nutrients // Energy-Metabolism	RXN0-3501 // RXN0-5388	RXN0-3501 // RXN0-5388	EC-1.7.5.1 // EC-7.1.1
PWY-8569	PWY-8569	Cofactor-Biosynthesis		RXN-25149	EC-2.1.1
PWY-7897	PWY-7897	AROMATIC-COMPOUNDS-BIOSYN	RXN-11685 // RXN-18724	RXN-18753 // RXN-11467 // RXN-11468 // RXN-14069 // 4-COUMARATE--COA-LIGASE-RXN // NARINGENIN-CHALCONE-SYNTHASE-RXN // APIGNAR-RXN // RXN-18730 // RXN-14076 // RXN-11686 // RXN-11684 // RXN-11685 // RXN-18727 // RXN-18725 // RXN-18724	EC-1.3.1.117 // EC-2.3.1.74 // EC-1.14.14.162 // EC-6.2.1.12 // EC-5.5.1.6 // EC-4.2.1.M14 // EC-2.4.1.360 // EC-2.4.1
PROPFERM-PWY	PROPFERM-PWY	Super-Pathways // Energy-Metabolism	LACTOYL-COA-DEHYDRATASE-RXN	PWY0-1312 // PWY-8188 // PWY-8189	
PWY-5517	PWY-5517	Carbohydrates-Degradation	4.2.1.43-RXN	RXN-14809 // RXN-8775 // RXN-8774 // 4.2.1.43-RXN // L-ARABINONATE-DEHYDRATASE-RXN // L-ARABINONOLACTONASE-RXN	EC-1.2.1.26 // EC-1.1.1.376 // EC-4.2.1.43 // EC-4.2.1.25 // EC-3.1.1.15
PWY-6906	PWY-6906	Carbohydrates-Degradation		TRANS-RXN0-445 // GLUCOSAMINE-KINASE-RXN // RXN-12629 // N-ACETYLGLUCOSAMINE-KINASE-RXN // GLUCOSAMINE-6-P-DEAMIN-RXN // NAG6PDEACET-RXN // PHOSACETYLGLUCOSAMINEMUT-RXN // RXN-12627	EC-2.7.1.8 // EC-3.2.1 // EC-2.7.1.59 // EC-3.5.99.6 // EC-3.5.1.25 // EC-5.4.2.3 // EC-2.4.1.280
PWY-6658	PWY-6658	Glycan-Pathways // Carbohydrates-Biosynthesis	RXN-11807	TRANS-RXN-449 // RXN-11810 // RXN-11809 // RXN-11808 // RXN-11805 // RXN-11806 // RXN-11807 // RXN-11790 // RXN-11792 // RXN-11788 // RXN-11791	EC-2.4.1 // EC-2.4.1.264 // EC-2.4.1.252 // EC-2.7.8.31
PWY-2861	PWY-2861	Interconversion // AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-4705 // RXN-4704 // RXN-4703 // RXN-4702	EC-2.3.1.115 // EC-2.4.1.170
PWY-5374	PWY-5374	Lipid-Biosynthesis		RXN-8412	EC-1.14.19.16
ACETOACETATE-DEG-PWY	ACETOACETATE-DEG-PWY	Other-Degradation	ACETOACETYL-COA-TRANSFER-RXN	ACETOACETYL-COA-TRANSFER-RXN // ACETYL-COA-ACETYLTRANSFER-RXN	EC-2.8.3.9 // EC-2.3.1.16 // EC-2.3.1.9
PWY-6964	PWY-6964	Noncarbon-Nutrients		GLUTAMATE-SYNTHASE-FERREDOXIN-RXN // GLUTAMINESYN-RXN	EC-1.4.7.1 // EC-6.3.1.2
PWY0-1578	PWY0-1578	Energy-Metabolism		RXN0-7399 // RXN0-5264	EC-1.12.5.1
PWY-8462	PWY-8462	Carbohydrates-Biosynthesis		UDPGLCNACEPIM-RXN	EC-5.1.3.14
PWY-4621-1	PWY-4621-1	Arsenic-Detoxification		RXN-22326 // RXN-22385 // TRANS-RXN0-550 // RXN-982	EC-7.3.2.1 // EC-1.20.4.1
PWY-6646	PWY-6646			RXN-11761	EC-3.8.1.3
PWY0-166	PWY0-166	Super-Pathways // Nucleotide-Biosynthesis	THYMIDYLATESYN-RXN	THYMIDYLATESYN-RXN // PWY-7184 // PWY-7187 // RXN0-723 // RXN0-724 // RIBONUCLEOSIDE-DIP-REDUCTII-RXN // RXN0-722 // CDPREDUCT-RXN // UDPREDUCT-RXN // DTDPKIN-RXN // DTMPKI-RXN // DUTP-PYROP-RXN // DUDPKIN-RXN // DCTP-DEAM-RXN // DCDPKIN-RXN	EC-2.1.1.45 // EC-1.1.98.6 // EC-1.17.4.1 // EC-2.7.4.6 // EC-2.7.4.12 // EC-2.7.4.13 // EC-2.7.4.9 // EC-3.6.1.23 // EC-3.6.1.9 // EC-3.5.4.13
PWY0-1319	PWY0-1319	Lipid-Biosynthesis		RXN-10462 // 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN // GLYC3PDEHYDROGBIOSYN-RXN // CDPDIGLYSYN-RXN	EC-2.3.1.15 // EC-2.3.1.51 // EC-1.1.1.94 // EC-2.7.7.41
PWY-4661	PWY-4661	Cyclitols-Biosynthesis		MYO-INOSITOL-1-KINASE-RXN // RXN-7202 // MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN // 2.7.1.134-RXN // RXN-7203 // RXN-7204 // RXN-7163	EC-2.7.1.64 // EC-5.5.1.4 // EC-2.7.1.134 // EC-2.7.1.158
PWY-7933	PWY-7933	Super-Pathways // AROMATIC-COMPOUNDS-BIOSYN		PWY-7929 // PWY-7931 // PWY-7932	
PWY-7791	PWY-7791	Nucleotide-Biosynthesis	OROTATE-REDUCTASE-NADH-RXN	OROTATE-REDUCTASE-NADH-RXN // OROTPDECARB-RXN // OROPRIBTRANS-RXN // DIHYDROOROT-RXN // ASPCARBTRANS-RXN // CARBPSYN-RXN	EC-1.3.1.14 // EC-4.1.1.23 // EC-2.4.2.10 // EC-3.5.2.3 // EC-2.1.3.2 // EC-6.3.5.5
PWY-8132	PWY-8132	NUCLEO-DEG // Amino-Acid-Biosynthesis	RXN-21318	RXN-21319 // O-ACETYLHOMOSERINE-THIOL-LYASE-RXN // RXN-21320 // RXN-21318 // 5.3.1.23-RXN	EC-1.1.1 // EC-2.5.1.49 // EC-1.18.98.M1 // EC-4.1.2.62 // EC-5.3.1.23
PWY0-1433	PWY0-1433	HORMONE-SYN		GTP-CYCLOHYDRO-I-RXN // H2NTPEPIM-RXN // RXN0-6368 // RXN0-6367	EC-3.5.4.16 // EC-5.1.99.7 // EC-1.5.1.50
PWY-6425	PWY-6425	AROMATIC-COMPOUNDS-BIOSYN		RXN-11208 // RXN-11207 // RXN-11206 // RXN-9061	
PWY-5987	PWY-5987	AROMATIC-COMPOUNDS-BIOSYN		RXN-10664 // RXN-11378 // RXN-9621 // RXN-9620 // RXN-9619 // RXN-9618 // RXN-9617 // RXN-9616	EC-1.14.19.1 // EC-2.1.1 // EC-1.14.14 // EC-2.3.1 // EC-1.14.19.13 // EC-1.14.19.6
PWY0-522	PWY0-522	Cofactor-Biosynthesis		RXN-8654 // RXN-8655	
PWY-6574	PWY-6574	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-11614 // RXN-11613 // RXN-11612 // RXN-11611	RXN-11609 // RXN-11614 // RXN-11613 // RXN-11612 // RXN-11611 // RXN-11610 // RXN-11608 // RXN-11607	EC-6.3.2
PWY-7775	PWY-7775	Hydrocarbon-Degradation		RXN-17579 // RXN-17578 // RXN-17571 // RXN-17569 // RXN-17568	EC-1.1.1.M22 // EC-1.14.13.M31 // EC-1.14.13.227
PWY-5319	PWY-5319	AROMATIC-COMPOUNDS-DEGRADATION // AROMATIC-COMPOUNDS-BIOSYN		DIHYDROCOUMARIN-LIPASE-RXN // RXN-8250	EC-3.1.1.35 // EC-1.3
PWY-8298	PWY-8298	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-22539 // RXN-22538 // RXN-22540	EC-2.1.1.381 // EC-1.14.13.250
PWY-7513	PWY-7513	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-15586 // RXN-15585 // RXN-9933 // RXN-9932 // RXN-9931	EC-1.13.12 // EC-1.14.13 // EC-1.14.19.69 // EC-2.3.1.233
GLYSYN-ALA-PWY	GLYSYN-ALA-PWY	Amino-Acid-Biosynthesis		ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.44
PWY-8116	PWY-8116	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-21100 // RXN-21096 // RXN-21097 // RXN-21095	EC-6.3.1.M6 // EC-2.3.1.M91 // EC-1.14.14.M56 // EC-1.14.19.M30
PWY-5710	PWY-5710	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-21443 // RXN-8927 // RXN-8926 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN // RXN-8925 // 4.1.2.41-RXN // 4.2.1.101-RXN	EC-6.2.1.3 // EC-2.3.2.35 // EC-2.3.1 // EC-2.1.1.104 // EC-2.6.1.119
PWY-4681	PWY-4681	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7227 // RXN-7226 // RXN-7225 // RXN-7224	EC-2.5.1 // EC-1.3.1.51
PWY-5291	PWY-5291	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8195 // RXN-8192 // RXN-8194 // RXN-8193 // RXN-8196	
GLUGLNSYN-PWY	GLUGLNSYN-PWY	Amino-Acid-Biosynthesis		GLUTAMATE-SYNTHASE-NADH-RXN	EC-1.4.1.14
PWY-5397	PWY-5397	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-15980 // RXN-15979 // RXN-15978 // RXN-8477 // RXN-8470	EC-4.2.99 // EC-2.4.1 // EC-1.2
PWY18C3-13	PWY18C3-13	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-13770 // RXN-11772	EC-4.2.3.140 // EC-4.2.1.133
PWY-7466	PWY-7466	Other-Degradation		RXN-8632 // RXN-8630	EC-1.14.14.1
PWY-6784	PWY-6784	Polymer-Degradation // Carbohydrates-Degradation // Metabolic-Clusters		RXN-12294 // 3.1.1.73-RXN // 3.2.1.8-RXN	EC-3.2.1 // EC-3.1.1.73 // EC-3.2.1.M35 // EC-3.2.1.M32 // EC-3.2.1.8 // EC-3.2.1.M34
PWY-5024	PWY-5024	Amino-Acid-Degradation	RXN-7565 // RXN-7564	RXN-7565 // RXN-7564	EC-3.5.3.7 // EC-2.6.1.125
PWY-2941	PWY-2941	Amino-Acid-Biosynthesis	2.3.1.89-RXN	RXN-14014 // DIAMINOPIMEPIM-RXN // DIAMINOPIMDECARB-RXN // N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN // RXN-4822 // 2.3.1.89-RXN // DIHYDRODIPICSYN-RXN // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // ASPARTATEKIN-RXN	EC-1.17.1.8 // EC-5.1.1.7 // EC-4.1.1.20 // EC-3.5.1.47 // EC-2.3.1.89 // EC-4.3.3.7 // EC-1.2.1.11 // EC-2.7.2.4
PWY-6002	PWY-6002	SECONDARY-METABOLITE-DEGRADATION		RXN-11733 // RXN-9674	EC-4.1.2.46 // EC-3.2.1.21
PWY-6756	PWY-6756	NUCLEO-DEG		5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	EC-2.4.2.28
PWY-5136	PWY-5136	Fatty-Acid-and-Lipid-Degradation	RXN-11026	RXN-11026 // KETOACYLCOATHIOL-RXN // OHACYL-COA-DEHYDROG-RXN // ENOYL-COA-HYDRAT-RXN // ACYLCOASYN-RXN	EC-1.3.3.6 // EC-2.3.1.16 // EC-1.1.1.35 // EC-4.2.1.17 // EC-6.2.1
PWY66-221	PWY66-221	Other-Degradation		RXN66-105 // RXN66-104 // RXN66-170 // RXN66-169 // RXN66-168 // RXN66-167 // RXN66-166 // RXN66-145 // RXN66-144 // RXN66-142 // RXN66-141 // RXN66-165 // RXN66-164 // RXN66-163 // RXN66-162 // RXN66-161 // RXN66-62 // RXN66-61	EC-1.14.14 // EC-1.14.14.1 // EC-2.4.1.17 // EC-1.1 // EC-1.2.3 // EC-1.14.19
PWY-5098	PWY-5098	Other-Degradation		RXN-17253 // RXN-17252 // 3.1.1.82-RXN // RXN-7739 // RXN-7741 // RXN-7738	EC-3.1.1.82 // EC-4.99.1.10 // EC-1.3.7.12 // EC-3.1.1.14
PWY-5156	PWY-5156	Super-Pathways // Lipid-Biosynthesis		PWY-5971 // PWY-5989 // PWY-5147 // PWY-4381	
PWY-4942	PWY-4942	Lipid-Biosynthesis		RXN-7422 // RXN-7421	EC-1.14.19 // EC-2.1.1.79
PWY-5706	PWY-5706	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-8898	RXN-16193 // RXN-16198 // RXN-16197 // RXN-16195 // RXN-16194 // RXN-8905 // RXN-8902 // RXN-8901 // RXN-8899 // RXN-8900 // RXN-8898	EC-4.4.1 // EC-4.1.1 // EC-3.4.16 // EC-3.4.11.7 // EC-1.14.13 // EC-4.4.1.4
PWY-5297	PWY-5297	Tetrapyrrole-Biosynthesis		RXN-8213 // RXN-8212	EC-4.99.1.M1 // EC-6.3.5.M1
SULFMETII-PWY	SULFMETII-PWY	Noncarbon-Nutrients	1.8.4.9-RXN	1.8.4.9-RXN // SULFITE-REDUCTASE-FERREDOXIN-RXN // SULFATE-ADENYLYLTRANS-RXN	EC-1.8.4.9 // EC-1.8.7.1 // EC-2.7.7.4
PWY-7025	PWY-7025	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24886 // RXN-24885 // RXN-24884 // RXN-24883 // RXN-24882 // RXN-24881 // RXN-24880 // RXN-24879 // RXN-24878 // RXN-24877 // RXN-24876 // RXN-24875 // RXN-24871 // RXN-24870 // RXN-24874 // RXN-24872 // RXN-24866 // RXN-24867 // RXN-24863 // RXN-24860 // RXN-24859 // RXN-24858 // RXN-24857 // RXN-24856 // RXN-24855 // RXN-24854 // RXN-14346 // RXN-14345 // RXN-13241 // RXN-13240 // RXN-13235 // RXN-13234 // RXN-13232	EC-1.1.1.355 // EC-1.14.11.37 // EC-2.6.1 // EC-2.7.1 // EC-1.1.3 // EC-2.1.1 // EC-5.1.99 // EC-2.1.1.390 // EC-2.4.2
PWY-8061	PWY-8061	8-Oxo-GTP-Detoxification // Metabolic-Clusters	RXN-20667	RXN-14002 // RXN-20667 // RXN-12816 // RXN-20666 // RXN-11409 // RXN-11410	EC-3.6.1.58 // EC-3.6.1.69
PWY-6932	PWY-6932	Noncarbon-Nutrients		RXN-12865 // RXN-12867 // RXN-12864 // RXN-12721 // RXN-12720	EC-1.8.1 // EC-1.8.4.9 // EC-2.7.7.4
PWY-5416	PWY-5416	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS		PWY-5422 // PWY-5421 // PWY-5412 // PWY-5414 // PWY-5413 // PWY-5411	
DETOX1-PWY-1	DETOX1-PWY-1	REACTIVE-OXYGEN-SPECIES-DEGRADATION // Super-Pathways	GLUTATHIONE-PEROXIDASE-RXN	DETOX1-PWY // RXN-12540 // GLUTATHIONE-PEROXIDASE-RXN // CATAL-RXN // SUPEROX-DISMUT-RXN	EC-1.11.1.9 // EC-1.11.1.6 // EC-1.11.1.21 // EC-1.15.1.1
PWY-5386-1	PWY-5386-1	Methylglyoxal-Detoxification // Aldehyde-Degradation	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN // GLYOXII-RXN // GLYOXI-RXN	EC-1.1.2.4 // EC-3.1.2.6 // EC-4.4.1.5
PWY-6341	PWY-6341	Polymer-Degradation		RXN-10905 // RXN-10898 // RXN-10899 // RXN-10901 // RXN-10902 // RXN-10903 // RXN-10904 // RXN-10900	
PWY-6533	PWY-6533	AROMATIC-COMPOUNDS-DEGRADATION		RXN-15248 // RXN-15251 // RXN-15250 // RXN-15249 // RXN-14637	EC-3.5.1.123 // EC-1.14.12 // EC-6.3.1.18
PWY-5642	PWY-5642	AROMATIC-COMPOUNDS-DEGRADATION	RXN-8820	RXN-17165 // 1.2.1.27-RXN // RXN-8824 // RXN-8823 // RXN-8822 // RXN-8821 // RXN-8820	EC-5.3.2 // EC-1.2.1.27 // EC-3.7.1 // EC-1.13.11 // EC-1.14.13.210 // EC-1.14.12.24
PWY-6636	PWY-6636	AROMATIC-COMPOUNDS-DEGRADATION		RXN-11736	EC-4.1.1.91
PWY-6437	PWY-6437	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-25369 // RXN-25368	
PWY-7757	PWY-7757	AROMATIC-COMPOUNDS-DEGRADATION		4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN // RXN-9832 // RXN-17423 // RXN-17422 // RXN-17421	EC-1.14.13.2 // EC-1.1.1 // EC-4.2.1 // EC-1.14.13.M17
FUCCAT-PWY	FUCCAT-PWY	Carbohydrates-Degradation	FUCISOM-RXN	RXN0-5298 // FUCISOM-RXN // FUCULOKIN-RXN // FUCPALDOL-RXN	EC-5.1.3.29 // EC-5.3.1.25 // EC-2.7.1.51 // EC-4.1.2.17
PWY-6124	PWY-6124	Nucleotide-Biosynthesis	AIRCARBOXY-RXN	IMPCYCLOHYDROLASE-RXN // AICARTRANSFORM-RXN // AICARSYN-RXN // SAICARSYN-RXN // AIRCARBOXY-RXN	EC-3.5.4.10 // EC-2.1.2.3 // EC-4.3.2.2 // EC-6.3.2.6 // EC-4.1.1.21
PWY-1263	PWY-1263	Noncarbon-Nutrients		TAURINE-AMINOTRANSFERASE-RXN	EC-2.6.1.77
PWY-6603	PWY-6603	Metabolic-Clusters // Lipid-Biosynthesis		RXN-8347 // RXN-11680 // RXN-11681 // RXN-11682	EC-1.14.19.47 // EC-1.14.19.38
PWY0-1590	PWY0-1590	Energy-Metabolism		RXN-19020 // RXN0-5388	EC-1.11.1 // EC-7.1.1
PWY-8554	PWY-8554	Noncarbon-Nutrients // Energy-Metabolism		RXN-24964 // RXN-24966 // RXN-24959	EC-1.16.98
PWY-7635	PWY-7635	SECONDARY-METABOLITE-DEGRADATION		KIEVITONE-HYDRATASE-RXN	EC-4.2.1.95
PWY-7583	PWY-7583	Lipid-Biosynthesis		RXN-16016	EC-2.3.1
PWY1QP9-2	PWY1QP9-2	Amino-Acid-Degradation		RXN-20900 // RXN-20898 // RXN1QP9-73 // RXN1QP9-72 // RXN0-963 // RXN1QP9-71	EC-2.7.1
PWY-6691	PWY-6691	SECONDARY-METABOLITE-BIOSYNTHESIS		FARNESYLTRANSTRANSFERASE-RXN // RXN-10627 // RXN-10626	EC-2.5.1.29 // EC-3.1.7.5 // EC-1.14.14.146
PWY-1	PWY-1	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7 // RXN-6 // RXN-5	
PWY-7883	PWY-7883	Other-Degradation	RXN-18659 // RXN-18660 // RXN-18661	TRANS-RXN0-226 // RXN-17391 // RXN-18661 // RXN-18660 // RXN-18659 // RXN0-2361 // RXN0-5227 // RXN0-5225 // RXN0-5226 // RXN0-4621	EC-4.2.2.29 // EC-2.7.7.99 // EC-2.7.1.221 // EC-3.1.3.105 // EC-6.3.2.45 // EC-3.4.17.13 // EC-3.5.1.28 // EC-3.2.1.52 // EC-2.7.1.170
PWY-6526	PWY-6526	SECONDARY-METABOLITE-DEGRADATION		RXN-15824 // RXN-11493 // RXN-11462	EC-1.1.1.144 // EC-1.14.13
PWY-7094	PWY-7094	Lipid-Biosynthesis	RXN-13613	RXN-13615 // RXN-13613 // RXN-12490 // RXN-13617 // RXN-13616 // RXN-13614	EC-1.3.8.7 // EC-2.3.1.207 // EC-1.1.1.35 // EC-2.3.1.9 // EC-2.3.1.16 // EC-4.2.1.74 // EC-6.2.1.2 // EC-6.2.1.3
PWY-5883	PWY-5883	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-21529 // RXN-21528 // PHENYLALANINE-AMMONIA-LYASE-RXN // RXN-9336 // RXN-9337 // RXN-9338 // RXN-9339 // RXN-9340 // RXN-9341 // RXN-9342	EC-2.1.1.M76 // EC-4.3.1.25 // EC-4.3.1.24 // EC-2.6.1 // EC-1.1.1
PWY-7126	PWY-7126	HORMONE-SYN		RXN-13396 // RXN-12538 // GLUTAMATE-DEHYDROGENASE-RXN	EC-1.14.20.7 // EC-1.13.12.19 // EC-1.4.1.2
PWY-5276	PWY-5276	Noncarbon-Nutrients // Energy-Metabolism		SULFITE-DEHYDROGENASE-RXN	EC-1.8.2.1
PWY-7400	PWY-7400	Amino-Acid-Biosynthesis	RXN-15004 // RXN-15003	RXN-15004 // RXN-15007 // RXN-15006 // RXN-15005 // RXN-15003 // CARBPSYN-RXN // ORNCARBAMTRANSFER-RXN // ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN	EC-3.5.1.132 // EC-2.6.1.124 // EC-1.2.1.106 // EC-2.7.2.19 // EC-6.3.2.60 // EC-6.3.5.5 // EC-2.1.3.3 // EC-4.3.2.1 // EC-6.3.4.5
PWY-7928	PWY-7928	Cofactor-Biosynthesis		RXN-19042 // RXN-19049 // RXN-19048 // RXN-19047 // RXN-19045 // RXN-19044 // RXN-19043 // RXN-19051	EC-2.5.1.143 // EC-4.99.1.12
PWY-8220	PWY-8220	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-22134 // RXN-22133 // RXN-22130 // RXN-22131 // RXN-22132 // GLCNACPTRANS-RXN // RXN-14572 // RXN-15659	EC-2.4.99.27 // EC-7.5.99.a // EC-2.4.1 // EC-2.7.8.33 // EC-5.1.3.26 // EC-2.4.1.M15
PWY-7945	PWY-7945	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19173 // RXN-19172 // RXN-19170 // RXN-16704 // RXN-19166 // RXN-16703 // RXN-19167	EC-2.4.1.M35 // EC-5.5.1.M11 // EC-1.3.99.37 // EC-2.5.1.150
PWY0-1021	PWY0-1021	Amino-Acid-Biosynthesis		RXN-12588	EC-2.8.1.7
PWY-7738	PWY-7738	Lipid-Biosynthesis		RXN-17313 // RXN-17312 // RXN-17254 // RXN-17314 // RXN-17315 // RXN-17177 // RXN-17178	EC-6.2.1.M2 // EC-3.1.2.M3 // EC-2.3.1.252 // EC-1.14.19.M9 // EC-2.3.1.279 // EC-2.3.1.278 // EC-2.3.1.M11
PWY-5034	PWY-5034	HORMONE-SYN // SECONDARY-METABOLITE-BIOSYNTHESIS		1.14.13.79-RXN // RXN1F-160 // RXN1F-161 // 1.14.13.78-RXN // RXN-5242 // RXN-7580	
PWY-7733	PWY-7733	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-17151 // RXN-17143 // RXN-17142 // RXN-17150 // RXN-17149 // RXN-17148 // RXN-17147 // RXN-17146	EC-1.17.1 // EC-2.6.1 // EC-3.5.1.9 // EC-1.13.11 // EC-3.1.2 // EC-1.14.13 // EC-6.2.1.73
PWY-8434	PWY-8434	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-23696 // RXN-23681 // RXN-23695 // RXN-23689 // RXN-23688 // RXN-23680 // RXN-23687 // RXN-23686 // RXN-23685 // RXN-23684 // RXN-23683 // RXN-23682 // RXN-18955 // RXN-12327	EC-2.4.1 // EC-2.3.1 // EC-1.14.14 // EC-1.14.14.71 // EC-5.4.99.33
PWY-7090	PWY-7090	Carbohydrates-Biosynthesis		RXN-13585 // RXN-13596 // RXN-13589 // 5.1.3.23-RXN // 1.1.1.136-RXN	EC-1.1.1.335 // EC-2.6.1.98 // EC-2.3.1.201 // EC-5.1.3.23 // EC-1.1.1.136
NONOXIPENT-PWY	NONOXIPENT-PWY	Energy-Metabolism	TRANSALDOL-RXN	RIB5PISOM-RXN // RIBULP3EPIM-RXN // 1TRANSKETO-RXN // 2TRANSKETO-RXN // TRANSALDOL-RXN	EC-5.3.1.6 // EC-5.1.3.1 // EC-2.2.1.1 // EC-2.2.1.2
PWY-7544	PWY-7544	Energy-Metabolism		RXN0-5268 // RXN-11496	EC-7.1.1.3 // EC-1.2.5.1
PWY-8035	PWY-8035	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-20275 // RXN-20266 // RXN-20260 // RXN-20264 // RXN-20259 // RXN-20258 // RXN-20272 // RXN-20271 // RXN-20270 // RXN-20269 // RXN-20268	EC-1.14.15.M14 // EC-2.1.1 // EC-2.3.1.M73 // EC-1.14.13.M73 // EC-2.3.1 // EC-6.2.1.74
PWY-8218	PWY-8218	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-22124 // RXN-22123 // GLCNACPTRANS-RXN // RXN-14559 // RXN-22083 // RXN-22084	EC-2.4.99.27 // EC-7.5.99.a // EC-2.7.8.33 // EC-2.4.1.305 // EC-2.4.1
PWY-5163	PWY-5163	AROMATIC-COMPOUNDS-DEGRADATION	RXN-664	RXN-668 // RXN-667 // RXN-666 // RXN-665 // RXN-664	EC-3.7.1 // EC-4.1.1.M8 // EC-1.13.11.M5 // EC-1.3.1.58 // EC-1.14.12.25
P141-PWY	P141-PWY	AROMATIC-COMPOUNDS-DEGRADATION	3.8.1.8-RXN	R123-RXN // R122-RXN // 3.8.1.8-RXN	EC-3.5.4.42 // EC-3.5.4.43 // EC-3.8.1.8
PWY-8211	PWY-8211	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-22099 // TRANS-RXN-444 // RXN-14558 // RXN-22096 // RXN-22097 // RXN-22098 // GLCNACPTRANS-RXN	EC-2.4.99.27 // EC-7.5.99.a // EC-2.4.1.303 // EC-2.4.1 // EC-2.7.8.33
PWY-7922	PWY-7922	Protein-Modification // Glycan-Pathways // Carbohydrates-Biosynthesis		RXN-16594 // 2.4.1.83-RXN // RXN-18949 // RXN-18948 // 2.4.1.109-RXN	EC-2.4.1.83 // EC-2.4.1 // EC-2.4.1.M30 // EC-2.4.1.109
PWY-7117	PWY-7117	Energy-Metabolism		TRANS-RXN-399 // TRANS-RXN-400 // TRANS-RXN-374 // TRANS-RXN-373 // RXN0-5224 // MALIC-NADP-RXN // PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN // ALANINE-AMINOTRANSFERASE-RXN // RXN-13698 // MALATE-DEHYDROGENASE-NADP+-RXN // ASPAMINOTRANS-RXN // RXN-13697 // PEPCARBOX-RXN // PEPCARBOXYKIN-RXN	EC-4.2.1.1 // EC-1.1.1.40 // EC-2.7.9.1 // EC-2.6.1.2 // EC-1.1.1.82 // EC-2.6.1.1 // EC-4.1.1.31 // EC-4.1.1.49
PWY-6935	PWY-6935	Seleno-Amino-Acid-Detoxification // Noncarbon-Nutrients		RXN-12762 // RXN-11062 // RXN-12733 // RXN-12732 // RXN-12731	EC-4.4.1 // EC-2.1.1.12 // EC-1.2 // EC-1.4.3 // EC-4.1.1
PWY-6140	PWY-6140	Carbohydrates-Biosynthesis	RXN-9991	RXN-9993 // RXN-9992 // RXN-9991 // MANNKIN-RXN	EC-2.7.7.92 // EC-3.1.3.103 // EC-2.5.1.132 // EC-2.7.1.7
PWY-8107	PWY-8107	Energy-Metabolism		RXN-21057 // RXN-21056	EC-2.1.1.377 // EC-2.1.1.376
PWY-8458	PWY-8458	Methylglyoxal-Detoxification // Aldehyde-Degradation		GLYOXIII-RXN	EC-4.2.1.130
PWY-8227	PWY-8227	Super-Pathways // Glycan-Pathways // Carbohydrates-Biosynthesis		ECASYN-PWY // PWY-7335 // PWY-7315	
