	Pathways	Common-Name	Common-Name2	Classification	Object ID_x	Ontology - pathway type_x	Key-Reactions	Reaction-List	EC-Number	Object ID_y	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type_y	Ontology -  all instances of class
2189	HSERMETANA-PWY	"Corynebacterium glutamicum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum"	"Fungi,Bacteria <bacteria>"	Bacteria	HSERMETANA-PWY	Super-Pathways;Amino-Acid-Biosynthesis	HOMOSERINE-O-ACETYLTRANSFERASE-RXN // ACETYLHOMOSER-CYS-RXN	HOMOCYSMETB12-RXN;PWY-5344;HOMOCYSMET-RXN	EC-2.1.1.13;EC-2.1.1.14	HSERMETANA-PWY	L-methionine biosynthesis III // L-methionine biosynthesis by sulfhydrylation	YER091C-MONOMER // G18NG-10711-MONOMER // CPLX-566 // MONOMER-9366 // MONOMER-9421 // G18NG-10215-MONOMER // CPLX-623 // MONOMER-9364 // MONOMER-9423 // MONOMER-9447 // G18NG-11090-MONOMER	HOMOCYSMETB12-RXN // HOMOSERINE-O-ACETYLTRANSFERASE-RXN // ACETYLHOMOSER-CYS-RXN // HOMOCYSMET-RXN	Super-Pathways // Amino-Acid-Biosynthesis	
2190	PWY-7113	Viburnum furcatum	Spermatophyta	Non-Bacteria	PWY-7113	AROMATIC-COMPOUNDS-DEGRADATION		RXN-13672	EC-3.2.1.161	PWY-7113	furcatin degradation // furcatin hydrolysis	MONOMER-17662	RXN-13672	AROMATIC-COMPOUNDS-DEGRADATION	
2191	PWY-7862	Agrobacterium fabrum	Bacteria <bacteria>	Bacteria	PWY-7862	Alcohol-Degradation;Carbohydrates-Degradation		GALACTITOL-2-DEHYDROGENASE-RXN;RXN-18477;RXN-18478;RXN-18474	EC-1.1.1.16;EC-5.1.3.40;EC-2.7.1.101;EC-1.1.1.407	PWY-7862	D-altritol and galactitol degradation	MONOMER-20147 // MONOMER-20148 // MONOMER-20149 // MONOMER-20146	GALACTITOL-2-DEHYDROGENASE-RXN // RXN-18477 // RXN-18478 // RXN-18474	Alcohol-Degradation // Carbohydrates-Degradation	
2192	PWY-5480	"Chlamydomonas reinhardtii,Clostridium acetobutylicum,Clostridium pasteurianum,Escherichia coli,Neocallimastix sp. LM-2,Streptococcus"	"Chlorophyta,Fungi,Bacteria <bacteria>"	Bacteria	PWY-5480	Energy-Metabolism		ALCOHOL-DEHYDROG-RXN;ACETALD-DEHYDROG-RXN;PYRUVFORMLY-RXN	EC-1.1.1.1;EC-1.2.1.10;EC-2.3.1.54	PWY-5480	pyruvate fermentation to ethanol I // pyruvic acid fermentation to ethanol I	CPLX-7078 // MONOMER-17779 // PYRUVFORMLY-CPLX // CPLX0-9871 // KETOBUTFORMLY-MONOMER // MHPF-MONOMER // G7285-MONOMER // CPLX0-8015 // ADHE-CPLX // AADCLOS-MONOMER // GIO2-535-MONOMER	ALCOHOL-DEHYDROG-RXN // ACETALD-DEHYDROG-RXN // PYRUVFORMLY-RXN	Energy-Metabolism	
2193	PWY-8043	"Homo sapiens,Synechocystis sp. PCC 6803,Arabidopsis thaliana"	"Eukaryota,Cyanobacteriota"	Bacteria	PWY-8043	Other-biosynthesis		RXN-20408;RXN-20400;RXN-20401	EC-2.6.1;EC-6.3.2.2;EC-6.3.2.3	PWY-8043	ophthalmate biosynthesis // ophthalmic acid biosynthesis	MONOMER-20776 // CPLX-5961 // MONOMER-20775 // CPLX66-16 // CPLX66-371	RXN-20408 // RXN-20400 // RXN-20401	Other-biosynthesis	
2194	PWY-7902	Synechocystis sp. PCC 6803	Cyanobacteriota	Bacteria	PWY-7902	Lipid-Biosynthesis		GLYC3PDEHYDROGBIOSYN-RXN;PHOSPHOGLUCMUT-RXN;GLUC1PADENYLTRANS-RXN;2.4.1.213-RXN;3.1.3.69-RXN	EC-1.1.1.94;EC-5.4.2.2;EC-2.7.7.27;EC-2.4.1.213;EC-3.1.3.69	PWY-7902	glucosylglycerol biosynthesis	SGL_RS17630-MONOMER // SGL_RS11085-MONOMER // SGL_RS18090-MONOMER // SGL_RS04330-MONOMER	GLYC3PDEHYDROGBIOSYN-RXN // PHOSPHOGLUCMUT-RXN // GLUC1PADENYLTRANS-RXN // 2.4.1.213-RXN // 3.1.3.69-RXN	Lipid-Biosynthesis	
2195	PWY-7268	Saccharomyces cerevisiae	Fungi	Non-Bacteria	PWY-7268	Cofactor-Biosynthesis		GLU6PDEHYDROG-RXN;NADH-KINASE-RXN;ISOCITDEH-RXN;RXN0-3962;NAD-KIN-RXN	EC-1.1.1.49;EC-2.7.1.M29;EC-2.7.1.86;EC-1.1.1.42;EC-1.2.1.4;EC-2.7.1.23	PWY-7268	cytosolic NADPH production (yeast)	MONOMER-13664 // CPLX-8684 // CPLX-8675 // CPLX-8676 // YNL241C-MONOMER	GLU6PDEHYDROG-RXN // NADH-KINASE-RXN // ISOCITDEH-RXN // RXN0-3962 // NAD-KIN-RXN	Cofactor-Biosynthesis	
2196	PWY0-1348	Escherichia coli	Bacteria <bacteria>	Bacteria	PWY0-1348	Energy-Metabolism	DIMESULFREDUCT-RXN // RXN0-5388	DIMESULFREDUCT-RXN;RXN0-5388	EC-1.8.5.3;EC-7.1.1	PWY0-1348	NADH to dimethyl sulfoxide electron transfer	NADH-DHI-CPLX // DIMESULFREDUCT-CPLX	DIMESULFREDUCT-RXN // RXN0-5388	Energy-Metabolism	
2197	PWY-8380	Streptosporangium sibiricum	Actinomycetota	Bacteria	PWY-8380	Carbohydrates-Biosynthesis		RXN-23240;RXN-23239;RXN-23238;DTDPDEHYDRHAMEPIM-RXN;DTDPGLUCDEHYDRAT-RXN;DTDPGLUCOSEPP-RXN	EC-2.1.1;EC-2.6.1;EC-5.1.3.13;EC-4.2.1.46;EC-2.7.7.24	PWY-8380	dTDP-sibirosamine biosynthesis	MONOMER-22187 // MONOMER-22188 // MONOMER-22189 // MONOMER-22190 // MONOMER-22191	RXN-23240 // RXN-23239 // RXN-23238 // DTDPDEHYDRHAMEPIM-RXN // DTDPGLUCDEHYDRAT-RXN // DTDPGLUCOSEPP-RXN	Carbohydrates-Biosynthesis	
2198	PWY-5946	"Prochlorococcus marinus,Capsicum annuum,Solanum lycopersicum,Solanum tuberosum,Phaffia rhodozyma,Arabidopsis thaliana,Lactuca sativa romaine"	"Fungi,Rhodophyta,Chlorophyta,Cyanobacteriota,Viridiplantae"	Bacteria	PWY-5946	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN1F-148;RXN1F-147	EC-5.5.1.19;EC-5.5.1.18	PWY-5946	&alpha;-carotene biosynthesis	AT5G57030-MONOMER // MONOMER-12151 // MONOMER-12155 // MONOMER-12154	RXN1F-148 // RXN1F-147	SECONDARY-METABOLITE-BIOSYNTHESIS	
2199	P241-PWY	"Methanocaldococcus jannaschii,Methanococcus voltae,Methanosarcina thermophila"	"Methanopyri,Methanomicrobia,Methanococci,Methanobacteria"	Non-Bacteria	P241-PWY	Cofactor-Biosynthesis		RXN-7970;HOMOACONITATE-HYDRATASE-RXN;RXN3O-1983;HOMOCITRATE-SYNTHASE-RXN;R227-RXN;R226-RXN;R225-RXN;R224-RXN;R218-RXN;R217-RXN;R216-RXN;R215-RXN;R214-RXN;R213-RXN;R212-RXN;R211-RXN	EC-1.1.1.87;EC-1.1.1.286;EC-4.2.1.36;EC-2.3.3.14;EC-1.3.1;EC-2.3.3	P241-PWY	coenzyme B biosynthesis // 7-mecaptoheptanoylthreonine phosphate biosynthesis // CoB biosynthesis	MONOMER-2002 // CPLX-7737 // MONOMER-2004	RXN-7970 // HOMOACONITATE-HYDRATASE-RXN // RXN3O-1983 // HOMOCITRATE-SYNTHASE-RXN // R227-RXN // R226-RXN // R225-RXN // R224-RXN // R218-RXN // R217-RXN // R216-RXN // R215-RXN // R214-RXN // R213-RXN // R212-RXN // R211-RXN	Cofactor-Biosynthesis	
2200	PWY2DDB-4	"Lactiplantibacillus plantarum,Lactococcus lactis"	Lactobacillales	Bacteria	PWY2DDB-4	SECONDARY-METABOLITE-DEGRADATION;Activation		RXN-25482;RXN-25481;RXN-25480;RXN-25479;RXN-25478;RXN-25474;RXN-18226;RXN-25473;RXN-25475	EC-1.8.4.13;EC-3.2.1.147	PWY2DDB-4	glucoraphanin degradation	LP_RS12660-MONOMER // LP_RS05730-MONOMER	RXN-25482 // RXN-25481 // RXN-25480 // RXN-25479 // RXN-25478 // RXN-25474 // RXN-18226 // RXN-25473 // RXN-25475	SECONDARY-METABOLITE-DEGRADATION // Activation	
2201	PWY-6337	"Thalictrum flavum,Eschscholzia californica,Berberis,Papaver somniferum,Berberis wilsoniae"	Viridiplantae	Non-Bacteria	PWY-6337	SECONDARY-METABOLITE-BIOSYNTHESIS		RETICULINE-OXIDASE-RXN;RXN-10888	EC-1.21.3.3;EC-1.21.3	PWY-6337	dehydroscoulerine biosynthesis // protoberberine alkaloid biosynthesis // benzophenanthridine alkaloid biosynthesis	MONOMER-12338 // MONOMER-15118 // MONOMER-20626	RETICULINE-OXIDASE-RXN // RXN-10888	SECONDARY-METABOLITE-BIOSYNTHESIS	
2202	PWY-7195	"Escherichia coli,Saccharomyces cerevisiae,Pseudomonas putida"	"Archaea,Fungi,Bacteria <bacteria>"	Bacteria	PWY-7195	NUCLEO-DEG;Nucleotide-Biosynthesis	RXN0-361	CYTDEAM-RXN;RXN0-361	EC-3.5.4.1;EC-3.2.2.3	PWY-7195	pyrimidine ribonucleosides salvage III	YDR400W-MONOMER // EG11082-MONOMER // CPLX0-7904 // CPLX0-8280 // CPLX-6443 // YPR062W-MONOMER // CPLX0-7932	CYTDEAM-RXN // RXN0-361	NUCLEO-DEG // Nucleotide-Biosynthesis	
2203	PWY-6214	"Pseudomonas sp. MG61,Pseudomonas veronii,Pseudomonas fluorescens,Pseudomonas putida"	Bacteria <bacteria>	Bacteria	PWY-6214	AROMATIC-COMPOUNDS-DEGRADATION;CHLORINATED-COMPOUNDS-DEG	RXN-10419	4.1.1.77-RXN;RXN-8529;RXN-10420;RXN-10419	EC-4.1.1.77;EC-5.3.2.6	PWY-6214	3-chlorocatechol degradation III (<i>meta</i> pathway)	CPLX-7823	4.1.1.77-RXN // RXN-8529 // RXN-10420 // RXN-10419	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	
2204	PWY-6008	Arabidopsis thaliana	Embryophyta	Non-Bacteria	PWY-6008	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-9685	EC-5.4.99.57	PWY-6008	baruol biosynthesis	AT4G15370-MONOMER	RXN-9685	SECONDARY-METABOLITE-BIOSYNTHESIS	
2205	PWY-4741	"Stutzerimonas stutzeri,Alcaligenes sp."	Bacteria <bacteria>	Bacteria	PWY-4741	AMINE-DEG		METHYLGUANIDINASE-RXN;RXN-7261	EC-3.5.3.16	PWY-4741	creatinine degradation III	MONOMER-11026	METHYLGUANIDINASE-RXN // RXN-7261	AMINE-DEG	
2206	PWY-7895	Mycobacterium tuberculosis	Mycobacteriales	Bacteria	PWY-7895	Activation		RXN-18715;RXN-18714;RXN-18713;RXN-18712;RXN-18711	EC-1.14.13	PWY-7895	ethionamide activation	G185E-7345-MONOMER // G185E-8152-MONOMER // G185E-4192-MONOMER	RXN-18715 // RXN-18714 // RXN-18713 // RXN-18712 // RXN-18711	Activation	
2207	GAMMAHEXCHLORDEG-PWY	Sphingobium indicum	Pseudomonadota	Bacteria	GAMMAHEXCHLORDEG-PWY	CHLORINATED-COMPOUNDS-DEG	LINA2-RXN	LINBBSPON-RXN;LINABSPON-RXN;RXN-10077;MALEYLACETATE-REDUCTASE-RXN;LINE-RXN;LIND-RXN;LINC-RXN;LINB2-RXN;LINB1-RXN;LINA2-RXN;LINA1-RXN	EC-1.3.1.32;EC-1.1.1;EC-3.8.1.5;EC-4.5.1	GAMMAHEXCHLORDEG-PWY	&gamma;-lindane degradation // &gamma;-hexachlorocyclohexane degradation	LINAPSEPA-MONOMER // LINBPSEPA-MONOMER // LINCPSEPA-MONOMER // LINDPSEPA-MONOMER // LINEPSEPA-MONOMER // MONOMER-14639	LINBBSPON-RXN // LINABSPON-RXN // RXN-10077 // MALEYLACETATE-REDUCTASE-RXN // LINE-RXN // LIND-RXN // LINC-RXN // LINB2-RXN // LINB1-RXN // LINA2-RXN // LINA1-RXN	CHLORINATED-COMPOUNDS-DEG	
2208	PWY-6273	"Homo sapiens,Ricinus communis,Glycine max,Arabidopsis thaliana"	Eukaryota	Non-Bacteria	PWY-6273	Lipid-Biosynthesis		RXN-1382	EC-2.7.8.29	PWY-6273	phosphatidylethanolamine biosynthesis III	HS10846-MONOMER	RXN-1382	Lipid-Biosynthesis	
2209	PWY-7398	"Escherichia coli,Ipomoea batatas,Petroselinum crispum,Rhodotorula glutinis,Arabidopsis thaliana"	"Fungi,Viridiplantae,Bacteria <bacteria>"	Bacteria	PWY-7398	AROMATIC-COMPOUNDS-BIOSYN		RXN-16763;RXN-16762;RXN-14988;RXN-1126;RXN-12965;RXN-12963;CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN;RXN-12350;RXN-12349;RXN-14987;RXN-14990;4-COUMARATE--COA-LIGASE-RXN;RXN-9697	EC-1.14.11;EC-1.14.14.9;EC-6.2.1.12;EC-1.14.11.62;EC-2.1.1.104;EC-1.14.11.61;EC-4.3.1.23;EC-4.3.1.25	PWY-7398	coumarins biosynthesis (engineered)	CPLX-8765 // AT3G13610-MONOMER // AT4G26220-MONOMER // AT1G51680-MONOMER // AT3G21240-MONOMER // MONOMER-18289 // MONOMER-2841 // MONOMER-18295	RXN-16763 // RXN-16762 // RXN-14988 // RXN-1126 // RXN-12965 // RXN-12963 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN // RXN-12350 // RXN-12349 // RXN-14987 // RXN-14990 // 4-COUMARATE--COA-LIGASE-RXN // RXN-9697	AROMATIC-COMPOUNDS-BIOSYN	
2210	PWY-2229	"Cicer arietinum,Glycine max,Glycyrrhiza echinata,Glycyrrhiza glabra,Lotus japonicus,Medicago sativa,Medicago truncatula,Phaseolus vulgaris,Pisum sativum,Pueraria montana"	Fabaceae	Non-Bacteria	PWY-2229	Super-Pathways;AROMATIC-COMPOUNDS-BIOSYN		RXN-16377;RXN-16376;RXN-4002;RXN-4561;RXN-2054;PWY-2464;PWY-2463;PWY-2321	EC-4.2.1;EC-2.1.1.270;EC-1.14.14	PWY-2229	superpathway of pterocarpan biosynthesis (via formononetin)	MONOMER-5152 // MONOMER-5148 // MONOMER-7461 // MONOMER-5149 // MONOMER-4681 // MONOMER-7462 // MONOMER-5043 // MONOMER-5681 // MONOMER-5044 // MONOMER-5841 // MONOMER-5781 // MONOMER-20253 // MONOMER-20254 // MONOMER-5881 // MONOMER-5882 // MONOMER-5945 // MONOMER-7402 // MONOMER-5883 // MONOMER-6024 // MONOMER-5884 // MONOMER-19161 // MONOMER-5361 // MONOMER-5922 // MONOMER-19162 // MONOMER-19163 // MONOMER-19165 // MONOMER-6103 // MONOMER-6105 // MONOMER-19164	RXN-16377 // RXN-16376 // RXN-4002 // RXN-4561 // RXN-2054 // RXN-13700 // RXN-3762 // RXN-3768 // RXN-3766 // RXN-3765 // RXN-3763 // RXN-3602 // RXN-3601 // RXN-3562 // ISOFLAVONE-2-HYDROXYLASE-RXN // RXN-3284 // RXN-3625 // RXN-3624 // RXN-3542	Super-Pathways // AROMATIC-COMPOUNDS-BIOSYN	
2211	PWY-7214	Scutellaria baicalensis	Viridiplantae	Non-Bacteria	PWY-7214	REACTIVE-OXYGEN-SPECIES-DEGRADATION;AROMATIC-COMPOUNDS-DEGRADATION		RXN-14240;RXN-11760	EC-1.11.1.7;EC-3.2.1.167	PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	CPLX-8165 // MONOMER-17920 // MONOMER-17921 // MONOMER-17922	RXN-14240 // RXN-11760	REACTIVE-OXYGEN-SPECIES-DEGRADATION // AROMATIC-COMPOUNDS-DEGRADATION	
2212	PWY-5827	Gossypium barbadense	Gossypium	Non-Bacteria	PWY-5827	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-9185;RXN-9184;RXN-9183;RXN-9182;RXN-9181;RXN-9180;RXN-9179;RXN-9178;RXN-9177;RXN-9176		PWY-5827	heliocides biosynthesis		RXN-9185 // RXN-9184 // RXN-9183 // RXN-9182 // RXN-9181 // RXN-9180 // RXN-9179 // RXN-9178 // RXN-9177 // RXN-9176	SECONDARY-METABOLITE-BIOSYNTHESIS	
2213	PWY-5831	"Salmonella enterica,Yersinia pseudotuberculosis"	Enterobacterales	Bacteria	PWY-5831	Carbohydrates-Biosynthesis		RXN-9158	EC-1.1.1.341	PWY-5831	CDP-abequose biosynthesis	MONOMER-13793	RXN-9158	Carbohydrates-Biosynthesis	
2214	PWY-8081	Hordeum vulgare	Mesangiospermae	Non-Bacteria	PWY-8081	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-20909;RXN-20908;RXN-20907;RXN-20866;RXN-20865;RXN-20864;RXN-20863;RXN-20862;RXN-20861;RXN-20860;RXN-20859;RXN-20858;RXN-20854;RXN-20857;RXN-20855;RXN-20856	EC-2.4.1;EC-2.4.1.M53;EC-2.4.1.M52;EC-2.4.1.M51;EC-2.4.1.M50	PWY-8081	leucine-derived hydroxynitrile glucoside biosynthesis	G2T-7803-MONOMER // G2T-7804-MONOMER // G2T-7808-MONOMER // G2T-7805-MONOMER // G2T-7807-MONOMER // MONOMER-20921 // G2T-7811-MONOMER	RXN-20909 // RXN-20908 // RXN-20907 // RXN-20866 // RXN-20865 // RXN-20864 // RXN-20863 // RXN-20862 // RXN-20861 // RXN-20860 // RXN-20859 // RXN-20858 // RXN-20854 // RXN-20857 // RXN-20855 // RXN-20856	SECONDARY-METABOLITE-BIOSYNTHESIS	
2215	PWY-5375	"Impatiens balsamina,Momordica charantia,Vernicia fordii"	Magnoliopsida	Non-Bacteria	PWY-5375	Lipid-Biosynthesis		RXN-8413	EC-1.14.19.33	PWY-5375	&alpha;-eleostearate biosynthesis // &alpha;-eleostearic acid biosynthesis	MONOMER-12616 // MONOMER-12618 // MONOMER-12619	RXN-8413	Lipid-Biosynthesis	
2216	GLUTATHIONESYN-PWY	"Escherichia coli,Homo sapiens,Synechocystis sp. PCC 6803,Arabidopsis thaliana"	"Bacteria <bacteria>,Eukaryota"	Bacteria	GLUTATHIONESYN-PWY	Other-biosynthesis		GLUTATHIONE-SYN-RXN;GLUTCYSLIG-RXN	EC-6.3.2.3;EC-6.3.2.2	GLUTATHIONESYN-PWY	glutathione biosynthesis	CPLX66-16 // AT4G23100-MONOMER // MONOMER-20775 // GLUTCYSLIG-MONOMER // CPLX-5961 // CPLX-7214 // MONOMER-20776 // GLUTATHIONE-SYN-CPLX	GLUTATHIONE-SYN-RXN // GLUTCYSLIG-RXN	Other-biosynthesis	
2217	PWY-4203	"Arabidopsis lyrata,Clarkia breweri,Arabidopsis thaliana"	Magnoliopsida	Non-Bacteria	PWY-4203	Metabolic-Clusters;AROMATIC-COMPOUNDS-BIOSYN		RXN-6762;RXN-6724;RXN-6723;RXN-6722	EC-2.3.1.224;EC-2.3.1.196;EC-2.1.1.274;EC-2.1.1.273	PWY-4203	volatile benzenoid biosynthesis I (ester formation)	CPLX-6222 // CPLX-6221 // MONOMER-10246 // MONOMER-10302	RXN-6762 // RXN-6724 // RXN-6723 // RXN-6722	Metabolic-Clusters // AROMATIC-COMPOUNDS-BIOSYN	
2218	TRYPANOSYN-PWY	Crithidia fasciculata	Kinetoplastea	Non-Bacteria	TRYPANOSYN-PWY	Polyamine-Biosynthesis		6.3.1.9-RXN	EC-6.3.1.9	TRYPANOSYN-PWY	trypanothione biosynthesis	CFTRS-MONOMER	6.3.1.9-RXN	Polyamine-Biosynthesis	
2219	PWY-8250	"Escherichia coli O9,Klebsiella pneumoniae"	Enterobacteriaceae	Bacteria	PWY-8250	Glycan-Pathways;Cell-Structure-Biosynthesis;Carbohydrates-Biosynthesis		RXN-22284;RXN-22283;RXN-22282;RXN-22281;RXN-22280;RXN-22279;RXN-18773;RXN-18772;RXN-18771;GLCNACPTRANS-RXN	EC-7.5.2;EC-2.1.1.294;EC-2.7.1.181;EC-2.4.1;EC-2.4.1.349;EC-2.4.1.348;EC-2.7.8.33	PWY-8250	<i>Escherichia coli</i> serotype O:9 O antigen biosynthesis	MONOMER-21641 // MONOMER-21642 // MONOMER-21643 // CPLX-9622 // CPLX-9621	RXN-22284 // RXN-22283 // RXN-22282 // RXN-22281 // RXN-22280 // RXN-22279 // RXN-18773 // RXN-18772 // RXN-18771 // GLCNACPTRANS-RXN	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	
2220	PWY-862	"Avena sativa,Phleum pratense,Triticum aestivum"	Embryophyta	Non-Bacteria	PWY-862	Polymer-Degradation;Carbohydrates-Degradation;Glycan-Pathways		RXN-12220;RXN-1863;RXN-1841	EC-3.2.1;EC-3.2.1.153	PWY-862	fructan degradation // fructan mobilization	CPLX-1984 // CPLX-1985 // MONOMER-2243 // MONOMER-16316	RXN-12220 // RXN-1863 // RXN-1841	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	
2221	PWY-7938	"Streptomyces coelicolor,Streptomyces griseus,Streptomyces lividans,Streptomyces mediolani,Streptomyces odorifer"	Actinomycetota	Bacteria	PWY-7938	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19134;RXN-19133;RXN1F-151;RXN1F-150	EC-1.3.99.39;EC-5.5.1.19	PWY-7938	isorenieratene biosynthesis I (actinobacteria)	MONOMER-20343 // MONOMER-20340	RXN-19134 // RXN-19133 // RXN1F-151 // RXN1F-150	SECONDARY-METABOLITE-BIOSYNTHESIS	
2222	PWY-6279	Picosynechococcus sp. PCC 7002	Cyanobacteriota	Bacteria	PWY-6279	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-16059;RXN-10647;RXN-10646;RXN-10645;RXN-10644;RXN-10643	EC-1.3.99;EC-2.4.1;EC-1.14.15;EC-1.14.99;EC-5.5.1.19;EC-4.2.1.131	PWY-6279	myxol-2' fucoside biosynthesis	MONOMER-14923 // MONOMER-14926 // MONOMER-14925 // MONOMER-14924	RXN-16059 // RXN-10647 // RXN-10646 // RXN-10645 // RXN-10644 // RXN-10643	SECONDARY-METABOLITE-BIOSYNTHESIS	
2223	PWY-7884	Escherichia coli	"Atribacterota,Bdellovibrionota,Calditrichota,Chrysiogenota,Coprothermobacterota,Deferribacterota,environmental samples <bacteria,domain Bacteria>,delta/epsilon subdivisions,Dictyoglomota,Elusimicrobiota,Myxococcota,Nitrospinota/Tectimicrobiota group,Nitrospirota,PVC group,Campylobacterota,Fusobacteriota,Spirochaetota,FCB group,Pseudomonadota,Thermodesulfobacteriota,Thermotogota,Acidobacteriota,Aquificota"	Bacteria	PWY-7884	Protein-Modification	RXN-22553 // RXN-22427	RXN-22554;RXN-22427;RXN-22553;RXN0-3201;RXN-17362;RXN-17363;RXN0-20	EC-3.4.21;EC-3.4.23.36;EC-2.3.1.269;EC-2.5.1.145	PWY-7884	lipoprotein posttranslational modification (Gram-negative bacteria) // lipoprotein lipoylation // Lol pathway	EG12128-MONOMER // EG10168-MONOMER // EG10548-MONOMER // EG12436-MONOMER // CPLX0-2941 // EG11293-MONOMER // ABC-62-CPLX	RXN-22554 // RXN-22427 // RXN-22553 // RXN0-3201 // RXN-17362 // RXN-17363 // RXN0-20	Protein-Modification	
2224	PWY66-341	Homo sapiens	Metazoa	Non-Bacteria	PWY66-341	Super-Pathways;Lipid-Biosynthesis		PWY-6074;RXN66-314;PWY-6132;RXN66-313;1.14.21.6-RXN;RXN66-306;PWY-5670;RXN66-323;RXN66-321;RXN66-320;RXN66-319;RXN66-318	EC-1.1.1.270;EC-1.1.1.170;EC-1.14.19.20;EC-1.3.1.70;EC-1.3.1.21;EC-1.3.1.72;EC-5.3.3.5	PWY66-341	cholesterol biosynthesis I	CPLX66-182 // HS03985-MONOMER // HS10588-MONOMER // HS02595-MONOMER // HS01329-MONOMER // HS03271-MONOMER // HS08480-MONOMER // HS07110-MONOMER // HS07423-MONOMER // HS05604-MONOMER // HS00076-MONOMER // HS00650-MONOMER	RXN-13709 // RXN-13712 // RXN3O-130 // RXN66-314 // LANOSTEROL-SYNTHASE-RXN // RXN66-313 // 1.14.21.6-RXN // RXN66-306 // RXN66-281 // RXN-12263 // SQUALENE-MONOOXYGENASE-RXN // RXN66-323 // RXN66-321 // RXN66-320 // RXN66-319 // RXN66-318	Super-Pathways // Lipid-Biosynthesis	
2225	PWY-5506	"[Candida] boidinii,Ogataea minuta,Komagataella pastoris,Ogataea angusta,Ogataea methanolica"	Fungi	Non-Bacteria	PWY-5506	C1-COMPOUNDS		CATAL-RXN;METHANOL-OXIDASE-RXN	EC-1.11.1.6;EC-1.11.1.21;EC-1.1.3.13	PWY-5506	methanol oxidation to formaldehyde IV	CPLX-7392 // CPLX-7393	CATAL-RXN // METHANOL-OXIDASE-RXN	C1-COMPOUNDS	
2226	PWY-7497	Tanacetum parthenium	Viridiplantae	Non-Bacteria	PWY-7497	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-15533;RXN-15532;RXN-15531	EC-1.14.14	PWY-7497	3&beta;-hydroxysesquiterpene lactone biosynthesis	MONOMER-18667 // MONOMER-18668	RXN-15533 // RXN-15532 // RXN-15531	SECONDARY-METABOLITE-BIOSYNTHESIS	
2227	PWY-7706	Pantoea agglomerans	Bacteria <bacteria>	Bacteria	PWY-7706	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19819;RXN-18395;RXN-18393;RXN-16991;RXN-16990;RXN-16989;RXN-16987;RXN-16988;RXN-16290;RXN-16985;RXN-16291;RXN-16292;RXN-16293	EC-2.7.1.225;EC-2.5.1.140;EC-1.5.1.51;EC-6.3.2.47;EC-3.1.2;EC-1.14.11.M2;EC-2.3.1;EC-2.7.7;EC-6.3.2.46	PWY-7706	dapdiamides biosynthesis	MONOMER-19477 // MONOMER-19475 // MONOMER-19478 // MONOMER-19479 // MONOMER-19480 // MONOMER-19476 // MONOMER-20563 // MONOMER-20562	RXN-19819 // RXN-18395 // RXN-18393 // RXN-16991 // RXN-16990 // RXN-16989 // RXN-16987 // RXN-16988 // RXN-16290 // RXN-16985 // RXN-16291 // RXN-16292 // RXN-16293	SECONDARY-METABOLITE-BIOSYNTHESIS	
2228	P282-PWY	"Nitrobacter,Nitrobacter alkalicus,Nitrobacter hamburgensis,Nitrobacter vulgaris,Nitrobacter winogradskyi,Nitrococcus,Nitrospina,Nitrospira moscoviensis"	"Nitrospinota,Pseudomonadota,Nitrospirota"	Bacteria	P282-PWY	Energy-Metabolism		R247-RXN	EC-1.7.2	P282-PWY	nitrite oxidation	CPLX-1462 // CPLX-3081 // CPLX-3101	R247-RXN	Energy-Metabolism	
2229	PWY-4801	"Aloe arborescens,Rheum palmatum"	Magnoliopsida	Non-Bacteria	PWY-4801	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-10732;RXN-7342	EC-2.4.1;EC-2.3.1	PWY-4801	aloesone and aloesin biosynthesis	CPLX-6601	RXN-10732 // RXN-7342	SECONDARY-METABOLITE-BIOSYNTHESIS	
2230	PWY-7459	"Caldicellulosiruptor saccharolyticus,Pyrococcus sp. ST04,Thermoanaerobacter brockii"	"Bacteria <bacteria>,Archaea"	Bacteria	PWY-7459	Carbohydrates-Degradation		BETA-PHOSPHOGLUCOMUTASE-RXN;2.4.1.230-RXN	EC-5.4.2.6;EC-2.4.1.230	PWY-7459	kojibiose degradation	MONOMER-18541 // CPLX-8841 // MONOMER-18542	BETA-PHOSPHOGLUCOMUTASE-RXN // 2.4.1.230-RXN	Carbohydrates-Degradation	
